USAF,WBAN,STATION_NAME,CTRY,FIPS,STATE,CALL,LAT,LON,ELEV(.1M),BEGIN,END
13755,99999,GULLFAX_(PLATFORM),NO,NO,NA,ENGC,61033,2033,100,19891115,20130705
13760,99999,GULSVIK_II,NO,NO,NA,NA,60383,9600,1420,19730101,20130705
13780,99999,LILLEHAMMER-SAETHER,NO,NO,NA,NA,61100,10467,2390,19730101,20130705
13790,99999,SOR-NESSET,NO,NO,NA,NA,61883,10150,7390,19730101,20051209
13800,99999,VENABU,NO,NO,NA,NA,61650,10117,9300,19850110,20130705
13801,99999,KITTILBU,NO,NO,NA,NA,61167,9967,8160,19741114,19840827
13810,99999,APELSVOLL,NO,NO,NA,NA,60700,10867,2640,20111003,20130705
13820,99999,KISE,NO,NO,NA,NA,60767,10800,1280,19730101,20130705
13830,99999,EVENSTAD-OVERENGET,NO,NO,NA,NA,61400,11150,2550,19730101,20130705
13839,99999,HAMAR-STAFSBERG,NO,NO,NA,ENHA,60817,11083,2330,19870205,19900222
13840,99999,OSLO-GARDERMOEN,NO,NO,NA,ENGM,60200,11083,2040,19400511,20130705
13850,99999,HAMER,NO,NO,NA,NA,60817,11067,2220,20061024,20130705
13860,99999,HAMAR_II,NO,NO,NA,NA,60800,11100,1320,20090701,20130705
13870,99999,FAVANG,NO,NO,NA,NA,61450,10183,2000,20110929,20130705
13890,99999,RENA_AP,NO,NO,NA,NA,61186,11371,2560,19730101,20130705
13910,99999,FLISA,NO,NO,NA,NA,60617,12017,1880,19730101,20050331
13920,99999,FLISA_II,NO,NO,NA,NA,60617,12017,1860,20050218,20130705
13930,99999,DREVSJO,NO,NO,NA,NA,61890,12033,6730,19730101,20130705
13970,99999,TRYSIL_VEGSTASJON,NO,NO,NA,NA,61300,12267,3610,19730101,20130705
14000,99999,EKOFISK,NO,NO,NA,NA,56900,3350,290,19981223,20130705
14010,99999,FRIGG,NO,NO,NA,NA,59983,2250,480,20010601,20060718
14030,99999,UTSIRA_LH,NO,NO,NA,NA,59300,4867,560,19280102,20130705
14033,99999,EKOFISK_OIL_PLTFRM,NO,NO,NA,ENEK,56550,3250,30,19810506,20130705
14035,99999,KARMOY,NO,NO,NA,NA,59350,5217,230,19751101,19840807
14060,99999,SLATTEROY_FYR,NO,NO,NA,NA,59917,5067,160,19730101,20130705
14080,99999,HAUGESUND_AP,NO,NO,NA,ENHD,59333,5183,240,19840909,20130705
14090,99999,SKUDENES,NO,NO,NA,NA,60983,9283,6390,20050218,20051028
14110,99999,KVITSOY_NORDBO,NO,NO,NA,NA,59067,5417,220,20050612,20130705
14120,99999,OBRESTAD,NO,NO,NA,NA,58650,5567,260,19730101,20130705
14130,99999,SAERHEIM,NO,NO,NA,NA,58750,5650,870,20110928,20130705
14140,99999,ROVER,NO,NO,NA,NA,59433,5067,250,19890520,20130705
14150,99999,STAVANGER-SOLA,NO,NO,NA,ENZV,58883,5633,90,19400410,20130705
14160,99999,STAVANGER_VAALAND,NO,NO,NA,NA,58950,5733,720,20080724,20130705
14170,99999,NEDRE_VATS,NO,NO,NA,NA,59483,5750,650,19730103,20130705
14180,99999,AUSTEVOLL,NO,NO,NA,NA,60017,5206,320,19730101,20130705
14190,99999,LIARVATN,NO,NO,NA,NA,59050,6117,3000,20100702,20130705
14211,99999,NA,NA,NA,NA,NA,NA,NA,NA,20020314,20020314
14220,99999,FISTER_SIGMUNDSTAD,NO,NO,NA,NA,59167,6033,250,20070605,20130705
14230,99999,FISTER-TONNEVIK,NO,NO,NA,NA,59167,6050,500,19730101,20070529
14240,99999,SAUDA,NO,NO,NA,NA,59650,6367,60,19730101,20130705
14250,99999,EIK_HOVE,NO,NO,NA,NA,58517,6517,660,19730101,20130705
14260,99999,EIGEROYA,NO,NO,NA,NA,58433,5867,490,20040425,20130705
14270,99999,LISTA_FYR,NO,NO,NA,NA,58117,6567,140,19280101,20130705
14280,99999,LISTA_FLYPLASS,NO,NO,NA,ENLI,58100,6633,100,19730101,20070813
14300,99999,MANDAL_II,NO,NO,NA,NA,58017,7450,120,19730101,20130705
14310,99999,SIRDAL-SINNES,NO,NO,NA,NA,58933,6917,5570,20070806,20130705
14320,99999,SIRDAL-TJORHOM,NO,NO,NA,NA,58883,6850,5000,19741114,20100331
14321,99999,NA,NA,NA,NA,NA,NA,NA,NA,20070307,20070307
14330,99999,MIDTLAEGER,NO,NO,NA,NA,59833,6983,10810,19730101,20130705
14340,99999,VAAGSLI,NO,NO,NA,NA,59767,7367,8220,20040406,20130705
14350,99999,HAUKELISAETER-BROYT,NO,NO,NA,NA,59817,7217,10190,19850111,20020927
14360,99999,LINDESNES_FYR,NO,NO,NA,NA,57983,7050,130,19730101,20130705
14390,99999,KONSMO-HOYLAND,NO,NO,NA,NA,58250,7317,2600,19730101,20130705
14400,99999,BLASJO,NO,NO,NA,NA,59333,6867,10500,19730101,20130705
14410,99999,HOVDEN-LUNDANE,NO,NO,NA,NA,59583,7383,8360,19830101,20130705
14420,99999,BYGLANDSFJORD,NO,NO,NA,NA,58667,7800,2110,19730101,20130705
14440,99999,VALLE,NO,NO,NA,NA,59200,7517,3020,20110926,20130705
14450,99999,SKAFSA,NO,NO,NA,NA,59450,8000,770,19730101,19891113
14460,99999,OYFJELL-TROVATN,NO,NO,NA,NA,59567,8200,7140,19830101,20040731
14470,99999,HOYDALSMO_II,NO,NO,NA,NA,59500,8200,5620,20061121,20130705
14480,99999,OKSOY_FYR,NO,NO,NA,NA,58067,8050,80,19490101,20130705
14490,99999,GJERSTAD,NO,NO,NA,NA,58870,9026,320,20120105,20130705
14500,99999,MOSSTRAND_II,NO,NO,NA,NA,59833,8183,9770,19730101,20130705
14520,99999,KRISTIANSAND-KJEVIK,NO,NO,NA,ENCN,58200,8083,170,19400501,20130705
14530,99999,HYNNEKLEIV,NO,NO,NA,NA,58601,8416,1620,20120105,20130705
14550,99999,TVEITSUND,NO,NO,NA,NA,59033,8517,2520,19730101,20130705
14590,99999,NELAUG,NO,NO,NA,NA,58650,8633,1420,19730101,20130705
14600,99999,GULLHOLMEN,NO,NO,NA,NA,59433,10583,140,20121102,20130705
14610,99999,NA,NA,NA,NA,NA,NA,NA,NA,19730101,19740930
14630,99999,AS,NO,NO,NA,NA,59650,10767,890,20110929,20130705
14640,99999,LANDVIK,NO,NO,NA,NA,58333,8517,60,20110928,20130705
14650,99999,TORUNGEN_LH,NO,NO,NA,NA,58400,8783,150,19730101,20130705
14660,99999,KJELLER_AP,NO,NO,NA,NA,59967,11033,1090,20110928,20130705
14670,99999,LYNGOR_FYR,NO,NO,NA,NA,58633,9150,50,19730101,20130705
14680,99999,KONGSVINGER,NO,NO,NA,NA,60183,12000,1480,20061003,20130705
14690,99999,HONEFOSS_HOYBY,NO,NO,NA,NA,60167,10250,1400,20050719,20130705
14700,99999,GVARV,NO,NO,NA,NA,59383,9200,930,19730101,20130705
14703,99999,NOTODDEN,NO,NO,NA,ENNO,59567,9200,190,19901019,20130705
14710,99999,VEGGLI_II,NO,NO,NA,NA,60050,9150,2750,20061003,20130705
14730,99999,KONGSBERG_BRANNSTAS,NO,NO,NA,NA,59617,9633,1730,20040510,20130705
14740,99999,LYNGDAL_I_NUMEDAL,NO,NO,NA,NA,59900,9533,2940,19730101,20060831
14750,99999,SKIEN-GEITERYGGEN,NO,NO,NA,ENSN,59183,9567,1410,19850717,20050405
14760,99999,JOMFRULAND_FYR,NO,NO,NA,NA,58850,9550,50,19730101,20130705
14770,99999,KONNERUD,NO,NO,NA,NA,59717,10150,1930,19730101,20130705
14780,99999,SVENNER_LH,NO,NO,NA,NA,58967,10150,150,19730101,20130705
14800,99999,DRAMMEN_BERSKOG,NO,NO,NA,NA,59750,10000,80,20050218,20130705
14810,99999,MELSOM,NO,NO,NA,NA,59233,10350,260,19740519,20130705
14820,99999,FERDER_LH,NO,NO,NA,NA,59033,10517,80,19310101,20130705
14825,99999,TORP,NO,NO,NA,ENTO,59200,10267,870,20050329,20130705
14830,99999,TORP,NO,NO,NA,NA,59183,10267,880,19730101,20100310
14840,99999,AURSKOG,NO,NO,NA,NA,59917,11583,1280,19730101,20130705
14843,99999,OSEBERG,NO,NO,NA,ENOA,59317,10450,150,19901019,20130705
14850,99999,DANDE-GALLEBERG,NO,NO,NA,NA,59617,10217,600,20110928,20130702
14860,99999,ASKER,NO,NO,NA,NA,59850,10433,1630,20040510,20130705
14870,99999,ALNA,NO,NO,NA,NA,59933,-10833,900,20040924,20130705
14880,99999,HAKADAL,NO,NO,NA,NA,60117,10833,1700,19400407,20130705
14881,99999,STATFJORD_B,NO,NO,NA,ENFB,61206,1829,1420,20101123,20130705
14890,99999,BJORNHOLT,NO,NO,NA,NA,60050,10683,3600,20110928,20130705
14900,99999,TRYVANNSHOGDA,NO,NO,NA,NA,59983,10683,5280,19730101,20130705
14920,99999,OSLO-BLINDERN,NO,NO,NA,NA,59950,10717,970,19730803,20130705
14930,99999,SARPSBORG,NO,NO,NA,NA,59283,11117,570,20040510,20130705
14940,99999,RYGGE,NO,NO,NA,ENRY,59383,10783,530,19730101,20130705
14950,99999,STROMTANGEN_FYR,NO,NO,NA,NA,59150,10833,100,20040406,20130705
14960,99999,HOLAND-FOSSER,NO,NO,NA,NA,59817,11483,1540,19730101,20071020
14965,99999,NA,NA,NA,NA,NA,NA,NA,NA,19750426,19750514
14970,99999,PRESTEBAKKE,NO,NO,NA,NA,59000,11533,1570,19730101,20100409
14980,99999,MAGNOR,NO,NO,NA,NA,59967,12217,1530,19830101,20050831
14981,99999,NA,NA,NA,NA,NA,NA,NA,NA,19730101,19780221
14983,99999,STATFJORD_OIL_RIG_&,NO,NO,NA,NA,NA,NA,NA,19821204,19841127
14990,99999,VAEROY,NO,NO,NA,NA,NA,NA,NA,19860916,19900322
14993,99999,VAEROY,NO,NO,NA,ENVY,NA,NA,NA,19880105,19900716
15000,99999,RAKKESTAD,NO,NO,NA,NA,59383,11383,1000,20090708,20091216
20001,99999,LJUNGBYHED,SN,SW,NA,ESTL,56083,13200,430,20040510,20130705
20120,99999,RITSEM,SN,SW,NA,NA,67733,17467,5210,19810801,20050924
20130,99999,RITSEM,SN,SW,NA,NA,67733,17467,5330,20010601,20130705
20180,99999,NA,NA,NA,NA,NA,NA,NA,NA,19350101,19381231
20190,99999,KATTERJAKK_A,SN,SW,NA,NA,68417,18167,5160,20081027,20130705
20200,99999,KATTERJAKK,SN,SW,NA,NA,68417,18167,5170,19770701,20130705
20220,99999,ABISKO,SN,SW,NA,NA,68350,18817,3940,20011107,20051228
20230,99999,TORNEHAMN_(AUTO),SN,SW,NA,NA,68433,18633,5120,19860427,20050526
20240,99999,STORA_SJOFALLET,SN,SW,NA,NA,67500,18300,4250,20010601,20130705
20260,99999,NA,NA,NA,NA,NA,NA,NA,NA,20021023,20050930
20280,99999,TARFALA_-_SOL,SN,SW,NA,NA,67917,18600,11440,NA,NA
20290,99999,TARFALA,SN,SW,NA,NA,67917,18600,11460,20010601,20130705
20310,99999,RENSJON,SN,SW,NA,NA,68067,19833,4930,20010601,20130705
20320,99999,TORNETRASK_LAKE,SN,SW,NA,NA,68217,19717,3930,19770701,20030909
20360,99999,NIKKALUOKTA,SN,SW,NA,NA,67850,19033,4680,19770701,20130705
20380,99999,LATNIVAARA,SN,SW,NA,NA,67250,20267,4530,20010601,20130705
20430,99999,ESRANGE,SN,SW,NA,NA,67933,21067,3410,19940301,19990630
20440,99999,KIRUNA,SN,SW,NA,ESNQ,67817,20333,4470,19770701,20130705
20450,99999,KIRUNA-SOL,SN,SW,NA,NA,67833,20417,4240,19950401,20030922
20480,99999,MALMBERGET,SN,SW,NA,NA,67133,20667,3650,19350101,19910505
20490,99999,GALLIVARE,SN,SW,NA,ESNG,67150,20650,3600,19790803,20130705
20500,99999,KATTERJAKK,SN,SW,NA,NA,68417,18167,5170,19350101,19770630
20510,99999,KARESUANDO,SW,SZ,NA,NA,68450,22500,3271,19550101,19591231
20520,99999,KVIKKJOKK_________&,SN,SW,NA,NA,66950,17750,3370,19550101,19770630
20530,99999,MALMBERGET,SN,SW,NA,NA,67133,20667,3650,19550101,19770630
20540,99999,NEDRE_SOPPERO,SN,SW,NA,NA,68044,21755,3600,19550101,20130705
20550,99999,NAIMAKKA,SN,SW,NA,NA,68683,21533,4020,19730101,20130705
20560,99999,STENSELE,SW,SZ,NA,NA,65067,17167,3301,19550101,19591231
20570,99999,KALLAX-LULEA_(AFB),SN,SW,NA,ESPA,65550,22133,170,19550101,19770630
20580,99999,HAPARANDA_________&,SN,SW,NA,NA,65833,24150,70,19730101,19770630
20590,99999,GADDEDE,SN,SW,NA,NA,64500,14133,3180,19550101,19770630
20600,99999,NAIMAKKA,SN,SW,NA,NA,68683,21533,4030,19550101,20041021
20620,99999,OSTERSUND_FROSON_AB,SN,SW,NA,NA,63183,14500,3760,19550101,20050815
20630,99999,ASELE,SN,SW,NA,NA,64167,17367,3290,19550101,19770630
20640,99999,SAITTAROVA,SN,SW,NA,NA,67333,22233,2400,19730101,20130705
20650,99999,SVEG______________&,SN,SW,NA,NA,62033,14367,3600,19550101,19770630
20660,99999,SUNDSVALL-HARNOSAND,SN,SW,NA,ESNN,62533,17450,40,19550101,19770630
20670,99999,SARNA,SN,SW,NA,NA,61683,13133,5050,19550103,19770630
20680,99999,DELSBO,SN,SW,NA,NA,61800,16567,930,19350101,19770630
20690,99999,SODERHAMN_(SWE-AFB),SN,SW,NA,ESCL,61267,17100,260,19550101,19770630
20700,99999,GUSTAVSFORS_______&,SN,SW,NA,NA,60150,13800,1980,19730101,19770630
20710,99999,NORRKOPING-SOL,SN,SW,NA,NA,58583,16149,580,19550101,19591231
20711,99999,BORLANGE,SN,SW,NA,NA,60417,15517,1530,19730101,19730121
20720,99999,PARKALOMPOLO,SN,SW,NA,NA,67733,22833,3130,20010601,20130705
20730,99999,KARLSTAD__________&,SN,SW,NA,ESSQ,59367,13467,460,19550101,19770630
20740,99999,OREBRO-EKEBY,SN,SW,NA,NA,59267,15333,330,19730101,19770630
20750,99999,VASTERAS-HASSLO_AFB,SN,SW,NA,ESCD,59583,16633,60,19730101,19770630
20760,99999,UPPSALA___________&,SN,SW,NA,ESCM,59883,17600,210,19730101,19770630
20770,99999,STOCKHOLM-BROMMA__&,SN,SW,NA,ESSB,59350,17950,150,19550101,19770630
20790,99999,SATENAS_(SWE-AFB),SN,SW,NA,ESIB,58433,12700,540,19730101,19770630
20800,99999,KARESUANDO,SN,SW,NA,NA,68450,22450,3310,19350101,20120831
20810,99999,KARESUANDO,SN,SW,NA,NA,68450,22450,3300,19550101,20130705
20820,99999,LANDSORT__________&,SN,SW,NA,NA,58750,17867,320,19730101,19770630
20830,99999,GOTSKA_SANDON_____&,SN,SW,NA,NA,58400,19200,120,19730101,19770630
20840,99999,LANNAVAARA________&,SN,SW,NA,NA,68050,22000,3600,19550101,20040507
20850,99999,RANGEDALA_(AUTO),SN,SW,NA,NA,57717,13117,2590,19730101,19770630
20860,99999,LAINIO,SN,SW,NA,NA,67767,22350,3250,19550101,20050317
20870,99999,JONKOPING_________&,SN,SW,NA,ESSJ,57767,14083,2260,19550101,19770630
20880,99999,KOMPELUSVAARA,SN,SW,NA,NA,67083,22217,2630,19730101,20020521
20890,99999,OLANDS_NORRA_UDDE_&,SN,SW,NA,NA,57367,17100,40,19730101,19770630
20900,99999,VISBY_____________&,SN,SW,NA,ESSV,57667,18350,510,19550101,19770630
20910,99999,VISBY-SOL,SN,SW,NA,NA,57667,18350,490,19730101,19770630
20920,99999,MUODOSLOMPOLO,SN,SW,NA,NA,67950,23467,2400,19730101,20040917
20930,99999,VAXJO_____________&,SN,SW,NA,NA,56867,14800,1660,19730101,19770630
20940,99999,UNGSKAR,SN,SW,NA,NA,56033,15800,10,19550101,19770630
20950,99999,PAJALA,SN,SW,NA,NA,67200,23383,1710,19550101,20130705
20960,99999,PAJALA,SN,SW,NA,NA,67217,23400,1680,19550101,20080218
20970,99999,MALMO_-BULLTOFTON,SW,SZ,NA,NA,55600,13067,149,19550101,19740702
20980,99999,MALMO-STURUP,SN,SW,NA,ESMS,55550,13367,720,19730101,19770630
20990,99999,YSTAD_____________&,SN,SW,NA,NA,55433,13833,340,19730101,19770630
21000,99999,NAIMAKKA,SN,SW,NA,NA,68683,21533,4030,19730101,19770630
21010,99999,HEMAVAN,SN,SW,NA,ESUT,65800,15083,4630,19730102,20130705
21020,99999,STEKENJOKK,SN,SW,NA,NA,65099,14517,10360,19581101,20130705
21030,99999,HEMAVAN-GIEREVARTO,SN,SW,NA,NA,65783,15067,7930,19871118,20130705
21040,99999,HEMAVAN,SN,SW,NA,NA,65817,15100,4730,19770701,20080218
21050,99999,ABELVATTNET,SN,SW,NA,NA,65533,14983,6700,19730101,20040221
21060,99999,JOKKMOKK_(SWE-AFB),SN,SW,NA,NA,66600,19833,2560,19730101,19770630
21080,99999,KLIMPFJALL,SN,SW,NA,NA,65067,14800,5600,19770701,20050921
21090,99999,ABRAUR,SN,SW,NA,NA,65900,19100,3420,19730102,19770630
21100,99999,GIELAS,SN,SW,NA,NA,65333,15067,5770,19870518,20130705
21110,99999,VIDSEL_(SWE-AFB),SN,SW,NA,ESPE,65867,20133,1800,19730102,19770630
21120,99999,VUOGGATJALME,SN,SW,NA,NA,66567,16350,5000,19770701,20040821
21140,99999,NORRAKER,SN,SW,NA,NA,64450,15600,3460,19750807,19770630
21150,99999,STORLIEN-VISJOVALE&,SN,SW,NA,NA,63300,12133,6400,19550101,19770630
21160,99999,VINDEL-STORSJO,SN,SW,NA,NA,65817,16717,3520,19730101,20050221
21170,99999,NORDMALING,SN,SW,NA,NA,63567,19500,60,19550101,19770630
21180,99999,DIKANAS-SKANSNAS,SN,SW,NA,NA,65316,16033,5250,19730101,20050121
21190,99999,KVIKKJOKK_ARR,SN,SW,NA,NA,66883,18017,3200,19730101,20130705
21200,99999,KVIKKJOKK-ARRENJARK,SN,SW,NA,NA,66883,17750,3150,19350101,20130331
21205,99999,STORUMAN,SN,SW,NA,ESUD,64950,17700,2790,20050419,20130705
21210,99999,MIERKENIS,SN,SW,NA,NA,66683,16117,6150,20010601,20130705
21220,99999,STENUDDEN,SN,SW,NA,NA,66533,17667,4530,19790802,20040321
21230,99999,JAKKVIK,SN,SW,NA,NA,66317,17083,5520,19730101,20130705
21240,99999,ARJEPLOG,SN,SW,NA,NA,66050,17867,4320,19770405,20130705
21250,99999,OSTMARK,SN,SW,NA,NA,60317,12700,1780,19730101,19770630
21260,99999,GUNNARN_A,SN,SW,NA,NA,65016,17700,2510,19730101,20130705
21270,99999,STENSELE__________&,SN,SW,NA,NA,65067,17167,3270,19310103,20050823
21280,99999,GUNNARN,SN,SW,NA,ESPD,65016,17683,2830,19730101,20130402
21290,99999,GUNNARN_SOL_(AUT),SN,SW,NA,NA,64967,17700,2780,19730101,19861125
21300,99999,ROPARUDDEN,SN,SW,NA,NA,66486,16417,7250,19730101,20130705
21310,99999,ARVIKA,SN,SW,NA,NA,59667,12583,750,19730101,19770630
21330,99999,SNAVLUNDA,SN,SW,NA,NA,58967,14900,1440,19730101,19770630
21350,99999,BURESJON,SN,SW,NA,NA,65567,17867,3930,19730101,20130705
21360,99999,BARKARBY_(SAFB),SN,SW,NA,NA,59417,17883,170,20030519,20040829
21380,99999,GRUNDKALLEN,SN,SW,NA,NA,60500,18867,230,19730101,19770630
21410,99999,TJAKAAPE,SN,SW,NA,NA,66317,19217,5820,19730101,20130705
21420,99999,JOKKMOKK_(SWE-AFB),SN,SW,NA,ESNJ,66633,19650,2640,19770701,20000510
21430,99999,PALJAMYREN,SN,SW,NA,NA,66217,19133,5700,19730101,20030731
21440,99999,ABRAUR,SN,SW,NA,NA,65900,19100,3420,19770701,20040626
21450,99999,TELLEJAUR,SN,SW,NA,NA,66150,19633,4360,20030725,20040322
21460,99999,VAJMAT,SN,SW,NA,NA,66505,19675,3240,20010701,20130705
21470,99999,MALA-BRANNAN,SN,SW,NA,NA,65150,18600,3630,19730101,20130705
21480,99999,NORRKOPING-BRAVALLA,SN,SW,NA,ESCK,58617,16117,270,19730101,19770630
21490,99999,ARVIDSJAUR,SN,SW,NA,NA,65600,19267,3840,20010701,20130705
21500,99999,NYKOPING-SKAVST_AFB,SN,SW,NA,ESCJ,58783,16917,420,19730101,19770630
21510,99999,JOKKMOKK_FPL,SN,SW,NA,NA,66483,20167,2750,19730101,20130705
21520,99999,SUDOK,SN,SW,NA,NA,66300,20417,1740,19730101,20050919
21540,99999,VIDSEL,SN,SW,NA,ESPE,65883,20150,1820,19770701,20130705
21550,99999,HAGSHULT_(SWE-AFB),SN,SW,NA,ESMV,57300,14133,1690,19550101,19770630
21560,99999,MYRHEDEN,SN,SW,NA,NA,65300,20217,2500,19770701,20031028
21580,99999,FALLFORS,SN,SW,NA,ESUF,65132,20783,1900,19790726,20020807
21590,99999,FALLFORS,SN,SW,NA,NA,65117,20767,1950,19960801,20050629
21600,99999,NATTAVAARA,SN,SW,NA,NA,66750,21050,3270,20010829,20050307
21610,99999,NATTAVAARA,SN,SW,NA,NA,66750,20933,3270,19730101,20130705
21620,99999,MARKARYD,SN,SW,NA,NA,56467,13650,1180,19730101,19770630
21630,99999,LJUNGBYHED(SWE-AFB),SN,SW,NA,ESDA,56083,13233,430,19730101,19770630
21640,99999,PALKEM,SN,SW,NA,NA,66383,21633,2610,19730501,20030719
21660,99999,RONNEBY_(SWE-AFB),SN,SW,NA,ESDF,56267,15283,580,19730101,19770630
21670,99999,FALSTERBO_(LGT-H),SN,SW,NA,NA,55383,12817,50,19730101,19770630
21690,99999,HEDEN_(SWE-AFB),SN,SW,NA,ESPJ,65867,21450,360,20020530,20020801
21700,99999,SAVAST,SN,SW,NA,NA,65753,21765,120,20101117,20130705
21710,99999,BODEN,SN,SW,NA,NA,65817,21633,180,19790802,20130705
21720,99999,ALVSBYN,SN,SW,NA,NA,65683,20967,500,19790710,19791123
21730,99999,ALVSBYN,SN,SW,NA,NA,65667,21067,430,20010701,20130705
21740,99999,LAKATRASK,SN,SW,NA,NA,66283,21133,1860,20010701,20130705
21760,99999,PITE-RONNSKAR,SN,SW,NA,NA,65033,21567,40,19970901,20130705
21810,99999,OVERKALIX_SVARTBYN,SN,SW,NA,NA,66267,22850,620,19960801,20130705
21820,99999,OVERKALIX,SN,SW,NA,NA,66283,22850,540,19790803,20020602
21830,99999,LULEA-SOL,SN,SW,NA,NA,65550,22117,320,20040802,20041020
21840,99999,PAHAROVA,SN,SW,NA,NA,66817,22333,2290,20010701,20130705
21850,99999,LULEA-KALLAX,SN,SW,NA,NA,65550,22133,340,20010402,20011008
21860,99999,LULEA-KALLAX,SN,SW,NA,ESPA,65550,22133,170,19770701,20130705
21880,99999,RODKALLEN,SN,SW,NA,NA,65316,22383,20,19730101,20130705
21900,99999,KORPILOMBOLO,SN,SW,NA,NA,66850,23033,1800,20010716,20040402
21910,99999,STORON,SN,SW,NA,NA,65700,23100,40,20010701,20130705
21960,99999,HAPARANDA,SN,SW,NA,NA,65833,24150,60,19310101,20121231
21970,99999,HAPARANDA,SN,SW,NA,NA,65817,24117,160,20081027,20130705
21990,99999,YLINENJARVI,SN,SW,NA,NA,66617,23467,1320,20010701,20130705
22000,99999,EDEVIK,SN,SW,NA,NA,64050,12950,4530,19770701,20041225
22020,99999,TORNETRASK_LAKE,SN,SW,NA,NA,68217,19717,3930,19730101,19770630
22040,99999,NIKKALUOKTA,SN,SW,NA,NA,67850,19033,4700,19730101,19770630
22050,99999,STORLIEN_SOL,SN,SW,NA,NA,63302,12124,6470,NA,NA
22060,99999,STORLIEN-STORVALLEN,SN,SW,NA,NA,63283,12133,5830,19350101,20130228
22070,99999,STORLIEN-VISJOVALEN,SN,SW,NA,NA,63283,12117,5830,19730101,20130705
22090,99999,SYLARNA,SN,SW,NA,NA,63050,12283,10300,19730101,20130705
22100,99999,BLAHAMMAREN,SN,SW,NA,NA,63183,12167,10900,20100920,20130705
22120,99999,NA,NA,NA,NA,NA,NA,NA,NA,19740519,19740519
22140,99999,TRILLEVALLEN,SN,SW,NA,NA,65250,13217,60,NA,NA
22150,99999,ARESKUTAN,SN,SW,NA,NA,63433,13083,12800,19970901,20040822
22160,99999,MATTMAR,SN,SW,NA,NA,63306,13877,3650,19730101,20130705
22170,99999,ARE,SN,SW,NA,NA,63374,13161,4350,20010701,20130705
22180,99999,MORSIL,SN,SW,NA,NA,63317,13650,4000,19730105,20050924
22190,99999,GADDEDE_A,SN,SW,NA,NA,64500,14217,5500,20080301,20130705
22210,99999,KORSVATTNET,SN,SW,NA,NA,63833,13500,7170,19971201,20130705
22220,99999,GADDEDE,SN,SW,NA,NA,64500,14167,3300,19770701,20080218
22230,99999,STEMSJON_(AUT),SN,SW,NA,NA,63967,13717,6800,19730101,19770630
22240,99999,NA,NA,NA,NA,NA,NA,NA,NA,20020609,20020609
22260,99999,OSTERSUND_FROSON,SN,SW,NA,ESNZ,63200,14500,3590,19350101,20130705
22271,99999,NA,NA,NA,NA,NA,NA,NA,NA,20070307,20070307
22280,99999,EDEVIK,SN,SW,NA,NA,64050,12950,4530,19730101,19770630
22290,99999,OSTERSUND-SOL,SN,SW,NA,NA,63200,14483,3740,19970901,20050729
22300,99999,GUBBHOGEN,SN,SW,NA,NA,64217,15550,3100,19730101,20130705
22310,99999,FOLLINGE,SN,SW,NA,NA,63683,14600,3620,20010701,20130705
22320,99999,NORRAKER,SN,SW,NA,NA,64450,15600,3460,19770701,20040903
22330,99999,SAXNAS,SN,SW,NA,NA,64968,15379,5450,20010701,20130705
22340,99999,STROMSUND,SN,SW,NA,NA,63867,15583,3460,19790105,19951130
22360,99999,HALLHAXASEN,SN,SW,NA,NA,63767,15333,3760,19770701,20130705
22420,99999,HOTING,SN,SW,NA,NA,64083,16233,2410,19730101,20130705
22430,99999,JUNSELE,SN,SW,NA,NA,63683,16950,2140,19730101,20130705
22440,99999,JUNSELE,SN,SW,NA,NA,63683,16950,2170,19960201,20080218
22450,99999,VILHELMINA,SN,SW,NA,NA,64583,16850,3490,19960801,20130705
22455,99999,LYCKSELE,SN,SW,NA,ESNL,64550,18717,2150,19980408,20130705
22470,99999,KRANGEDE,SN,SW,NA,NA,63150,16167,1840,19730101,20130705
22480,99999,KRANGEDE,SN,SW,NA,NA,63167,16167,2230,19770704,20050218
22510,99999,STORSJO_KAPELL,SN,SW,NA,NA,62800,13067,5750,19730101,19770630
22520,99999,IDVATTNET,SN,SW,NA,NA,64450,17083,3530,19830201,20040922
22540,99999,ASELE,SN,SW,NA,NA,64167,17317,3080,19770701,20130705
22550,99999,FRANSTA,SN,SW,NA,NA,62500,16183,750,19730101,19770630
22560,99999,RISTRASK,SN,SW,NA,NA,64733,17403,5750,20010701,20130705
22570,99999,FLOTNINGEN,SN,SW,NA,NA,61850,12267,6700,19730101,19770630
22580,99999,NA,NA,NA,NA,NA,NA,NA,NA,20011104,20041216
22590,99999,KRAMFORS_(SWE-AFB),SN,SW,NA,ESNK,63050,17767,190,19770701,20130705
22600,99999,VASTMARKUM,SN,SW,NA,NA,63133,18250,1430,19730101,20130705
22610,99999,LYCKSELE,SN,SW,NA,NA,64550,18717,2110,19730101,20130705
22620,99999,LYCKSELE__________&,SN,SW,NA,NA,64583,18650,2350,19730101,20040306
22630,99999,FREDRIKA,SN,SW,NA,NA,64083,18367,3270,20010701,20130705
22640,99999,FREDRIKA,SN,SW,NA,NA,64083,18417,3000,19730101,20021028
22650,99999,HEMLING,SN,SW,NA,NA,63650,18550,1830,20010701,20130705
22660,99999,NA,NA,NA,NA,NA,NA,NA,NA,20020608,20020608
22670,99999,ORNSKOLDSVIK,SN,SW,NA,NA,63400,18967,1000,19790802,20130705
